RSU,Bound,Movement,x,y,x as UTC Time,x as PST Time,x as PDT Time,x as 12-Hr PST Time,x as 12-Hr PDT Time
3,NB,L,1658519946.394,120.09400010108948,2022-07-22 15:59:06.394000,2022-07-22 07:59:06.394000,2022-07-22 08:59:06.394000,2022-07-22 07:59:06.394000 AM,2022-07-22 08:59:06.394000 AM
3,SB,T,1658519929.088,119.0,2022-07-22 15:58:49.088000,2022-07-22 07:58:49.088000,2022-07-22 08:58:49.088000,2022-07-22 07:58:49.088000 AM,2022-07-22 08:58:49.088000 AM
3,SB,T,1658520048.4,119.31200003623962,2022-07-22 16:00:48.400000,2022-07-22 08:00:48.400000,2022-07-22 09:00:48.400000,2022-07-22 08:00:48.400000 AM,2022-07-22 09:00:48.400000 AM
5,WB,T,1658519824.381,124.79900002479553,2022-07-22 15:57:04.381000,2022-07-22 07:57:04.381000,2022-07-22 08:57:04.381000,2022-07-22 07:57:04.381000 AM,2022-07-22 08:57:04.381000 AM
5,WB,T,1658519966.284,141.9029998779297,2022-07-22 15:59:26.284000,2022-07-22 07:59:26.284000,2022-07-22 08:59:26.284000,2022-07-22 07:59:26.284000 AM,2022-07-22 08:59:26.284000 AM
4,NB,L,1658519816.517,130.38899993896484,2022-07-22 15:56:56.517000,2022-07-22 07:56:56.517000,2022-07-22 08:56:56.517000,2022-07-22 07:56:56.517000 AM,2022-07-22 08:56:56.517000 AM
4,NB,L,1658519941.219,124.7020001411438,2022-07-22 15:59:01.219000,2022-07-22 07:59:01.219000,2022-07-22 08:59:01.219000,2022-07-22 07:59:01.219000 AM,2022-07-22 08:59:01.219000 AM
2,SB,T,1658519908.412,120.13899993896484,2022-07-22 15:58:28.412000,2022-07-22 07:58:28.412000,2022-07-22 08:58:28.412000,2022-07-22 07:58:28.412000 AM,2022-07-22 08:58:28.412000 AM
2,SB,T,1658520028.553,120.14100003242493,2022-07-22 16:00:28.553000,2022-07-22 08:00:28.553000,2022-07-22 09:00:28.553000,2022-07-22 08:00:28.553000 AM,2022-07-22 09:00:28.553000 AM
4,EB,L,1658519793.218,121.89800000190735,2022-07-22 15:56:33.218000,2022-07-22 07:56:33.218000,2022-07-22 08:56:33.218000,2022-07-22 07:56:33.218000 AM,2022-07-22 08:56:33.218000 AM
4,EB,L,1658519924.518,131.29999995231628,2022-07-22 15:58:44.518000,2022-07-22 07:58:44.518000,2022-07-22 08:58:44.518000,2022-07-22 07:58:44.518000 AM,2022-07-22 08:58:44.518000 AM
4,EB,T,1658519793.218,121.89800000190735,2022-07-22 15:56:33.218000,2022-07-22 07:56:33.218000,2022-07-22 08:56:33.218000,2022-07-22 07:56:33.218000 AM,2022-07-22 08:56:33.218000 AM
4,EB,T,1658519924.518,131.29999995231628,2022-07-22 15:58:44.518000,2022-07-22 07:58:44.518000,2022-07-22 08:58:44.518000,2022-07-22 07:58:44.518000 AM,2022-07-22 08:58:44.518000 AM
6,EB,T,1658519804.379,150.9029998779297,2022-07-22 15:56:44.379000,2022-07-22 07:56:44.379000,2022-07-22 08:56:44.379000,2022-07-22 07:56:44.379000 AM,2022-07-22 08:56:44.379000 AM
6,EB,T,1658519927.172,122.79299998283386,2022-07-22 15:58:47.172000,2022-07-22 07:58:47.172000,2022-07-22 08:58:47.172000,2022-07-22 07:58:47.172000 AM,2022-07-22 08:58:47.172000 AM
4,SB,L,1658519818.218,127.19899988174438,2022-07-22 15:56:58.218000,2022-07-22 07:56:58.218000,2022-07-22 08:56:58.218000,2022-07-22 07:56:58.218000 AM,2022-07-22 08:56:58.218000 AM
4,SB,L,1658519941.124,122.9060001373291,2022-07-22 15:59:01.124000,2022-07-22 07:59:01.124000,2022-07-22 08:59:01.124000,2022-07-22 07:59:01.124000 AM,2022-07-22 08:59:01.124000 AM
1,SB,L,1658519849.619,142.5019998550415,2022-07-22 15:57:29.619000,2022-07-22 07:57:29.619000,2022-07-22 08:57:29.619000,2022-07-22 07:57:29.619000 AM,2022-07-22 08:57:29.619000 AM
1,SB,L,1658519968.117,118.4980001449585,2022-07-22 15:59:28.117000,2022-07-22 07:59:28.117000,2022-07-22 08:59:28.117000,2022-07-22 07:59:28.117000 AM,2022-07-22 08:59:28.117000 AM
6,NB,L,1658519418.372,117.99900007247925,2022-07-22 15:50:18.372000,2022-07-22 07:50:18.372000,2022-07-22 08:50:18.372000,2022-07-22 07:50:18.372000 AM,2022-07-22 08:50:18.372000 AM
6,NB,L,1658519558.471,140.09899997711182,2022-07-22 15:52:38.471000,2022-07-22 07:52:38.471000,2022-07-22 08:52:38.471000,2022-07-22 07:52:38.471000 AM,2022-07-22 08:52:38.471000 AM
2,NB,L,1658519175.266,865.768000125885,2022-07-22 15:46:15.266000,2022-07-22 07:46:15.266000,2022-07-22 08:46:15.266000,2022-07-22 07:46:15.266000 AM,2022-07-22 08:46:15.266000 AM
